:LABEL,global_id,id,ifc_type,name
IfcWindowLiningProperties,0WvKSqBOLBg8IyzKc$TIhs,#6412,IFCWINDOWLININGPROPERTIES,M_Fixed:4835mm x 2420mm:4835mm x 2420mm:145788
IfcWindowLiningProperties,0Zh61RbSPCufFIri4hFefe,#6907,IFCWINDOWLININGPROPERTIES,M_Fixed:750mm x 2200mm:750mm x 2200mm:146885
IfcWindowLiningProperties,2m8D_LC3L4DulJlNxrXjHS,#7176,IFCWINDOWLININGPROPERTIES,M_Fixed:2800mm x 2410mm:2800mm x 2410mm:147686
IfcWindowLiningProperties,3KogKvkvf1rQ_zKdRWGmJJ,#7393,IFCWINDOWLININGPROPERTIES,M_Fixed:819mm x 759mm:819mm x 759mm:147994
IfcWindowLiningProperties,0rYYHuosj16R8igFUVugC5,#7625,IFCWINDOWLININGPROPERTIES,M_Casement:819mm x 759mm:819mm x 759mm:148607
IfcWindowLiningProperties,1UE6ulMiL4BeEejeIogbXa,#23147,IFCWINDOWLININGPROPERTIES,M_Skylight:1180 x 1170mm:1180 x 1170mm:185337
