:LABEL,id,ifc_type,profile_type,x_dim,y_dim
IfcRectangleProfileDef,#32495,IFCRECTANGLEPROFILEDEF,AREA,0.02500000000000027,0.02499999999999973
IfcRectangleProfileDef,#32500,IFCRECTANGLEPROFILEDEF,AREA,0.02500000000000027,0.02499999999999973
IfcRectangleProfileDef,#32505,IFCRECTANGLEPROFILEDEF,AREA,0.02499999999999973,0.02499999999999973
IfcRectangleProfileDef,#32520,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02499999999999973
IfcRectangleProfileDef,#32527,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02500000000000027
IfcRectangleProfileDef,#32534,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02500000000000027
IfcRectangleProfileDef,#32541,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02500000000000027
IfcRectangleProfileDef,#32548,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02500000000000027
IfcRectangleProfileDef,#32555,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220039,0.02499999999999973
IfcRectangleProfileDef,#32562,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32569,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32576,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32583,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32590,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32597,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32604,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32611,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32618,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32625,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32632,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32639,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32646,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32653,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32660,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32667,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32674,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32681,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32688,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32695,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32702,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02499999999999973
IfcRectangleProfileDef,#32709,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#32716,IFCRECTANGLEPROFILEDEF,AREA,0.03162895232220056,0.02500000000000027
IfcRectangleProfileDef,#35192,IFCRECTANGLEPROFILEDEF,AREA,1.52399999999999,0.1240000000000021
IfcRectangleProfileDef,#35233,IFCRECTANGLEPROFILEDEF,AREA,0.7619999999999997,2.032
IfcRectangleProfileDef,#35276,IFCRECTANGLEPROFILEDEF,AREA,0.051,0.7619999999999998
IfcRectangleProfileDef,#35350,IFCRECTANGLEPROFILEDEF,AREA,1.524000000000019,0.124
IfcRectangleProfileDef,#35391,IFCRECTANGLEPROFILEDEF,AREA,0.7619999999999997,2.032
IfcRectangleProfileDef,#35445,IFCRECTANGLEPROFILEDEF,AREA,3.475000000000001,0.124
IfcRectangleProfileDef,#35490,IFCRECTANGLEPROFILEDEF,AREA,3.475000000000001,0.124
IfcRectangleProfileDef,#37769,IFCRECTANGLEPROFILEDEF,AREA,5.799999999999999,4.382734000000035
IfcRectangleProfileDef,#37856,IFCRECTANGLEPROFILEDEF,AREA,5.799999999999999,4.382734000000001
IfcRectangleProfileDef,#37906,IFCRECTANGLEPROFILEDEF,AREA,1.083100000000001,0.05400000000000072
IfcRectangleProfileDef,#37963,IFCRECTANGLEPROFILEDEF,AREA,1.135099999999957,0.05400000000000072
IfcRectangleProfileDef,#38008,IFCRECTANGLEPROFILEDEF,AREA,1.083100000000001,0.05400000000000071
IfcRectangleProfileDef,#38053,IFCRECTANGLEPROFILEDEF,AREA,1.13509999999996,0.05400000000000072
IfcRectangleProfileDef,#38098,IFCRECTANGLEPROFILEDEF,AREA,1.0831,0.05400000000000072
IfcRectangleProfileDef,#38143,IFCRECTANGLEPROFILEDEF,AREA,1.135099999999957,0.05399999999999991
IfcRectangleProfileDef,#38188,IFCRECTANGLEPROFILEDEF,AREA,1.0831,0.05400000000000071
IfcRectangleProfileDef,#38233,IFCRECTANGLEPROFILEDEF,AREA,1.135099999999959,0.05400000000000018
