:LABEL,id,ifc_type,x,y,z
IfcCartesianPoint,#570,IFCCARTESIANPOINT,0.1377695999999968,0.0,0
IfcCartesianPoint,#571,IFCCARTESIANPOINT,1.604999999999969,0.0,0
IfcCartesianPoint,#572,IFCCARTESIANPOINT,1.604999999999969,0.06199999999999939,0
IfcCartesianPoint,#573,IFCCARTESIANPOINT,1.604999999999969,0.1239999999999997,0
IfcCartesianPoint,#574,IFCCARTESIANPOINT,2.546999999999986,0.1240000000000006,0
IfcCartesianPoint,#575,IFCCARTESIANPOINT,2.546999999999986,0.06200000000000117,0
IfcCartesianPoint,#576,IFCCARTESIANPOINT,3.308999999999985,0.06200000000000205,0
IfcCartesianPoint,#577,IFCCARTESIANPOINT,3.308999999999985,0.1240000000000023,0
IfcCartesianPoint,#578,IFCCARTESIANPOINT,4.525000000000008,0.1240000000000041,0
IfcCartesianPoint,#579,IFCCARTESIANPOINT,4.525000000000004,1.14259999999998,0
IfcCartesianPoint,#580,IFCCARTESIANPOINT,0.7750000000000039,1.142599999999975,0
IfcCartesianPoint,#581,IFCCARTESIANPOINT,0.7749999999999986,2.156999999999982,0
IfcCartesianPoint,#582,IFCCARTESIANPOINT,-4.783000000000003,2.156999999999973,0
IfcCartesianPoint,#583,IFCCARTESIANPOINT,-4.783,0.09799999999999631,0
IfcCartesianPoint,#584,IFCCARTESIANPOINT,-1.199999999999998,0.09800000000000164,0
IfcCartesianPoint,#585,IFCCARTESIANPOINT,-1.199999999999998,0.03600000000000136,0
IfcCartesianPoint,#586,IFCCARTESIANPOINT,-1.199999999999998,-0.02599999999999891,0
IfcCartesianPoint,#587,IFCCARTESIANPOINT,-0.0,-0.02599999999999625,0
IfcCartesianPoint,#593,IFCCARTESIANPOINT,8.591499999999971,-17.5915,0
IfcCartesianPoint,#594,IFCCARTESIANPOINT,8.59149999999998,-11.82500000000001,0
IfcCartesianPoint,#600,IFCCARTESIANPOINT,8.591499999999971,-16.879,0
IfcCartesianPoint,#601,IFCCARTESIANPOINT,8.591499999999975,-15.47699999999999,0
IfcCartesianPoint,#607,IFCCARTESIANPOINT,8.59149999999998,-11.82500000000001,0
IfcCartesianPoint,#608,IFCCARTESIANPOINT,7.368599999999974,-11.825,0
IfcCartesianPoint,#615,IFCCARTESIANPOINT,7.368599999999974,-11.825,0
IfcCartesianPoint,#616,IFCCARTESIANPOINT,7.36859999999998,-7.799999999999998,0
IfcCartesianPoint,#623,IFCCARTESIANPOINT,7.368599999999979,-7.799999999999998,0
IfcCartesianPoint,#624,IFCCARTESIANPOINT,6.288000000000003,-7.799999999999995,0
IfcCartesianPoint,#630,IFCCARTESIANPOINT,6.288000000000003,-7.799999999999995,0
IfcCartesianPoint,#631,IFCCARTESIANPOINT,6.288,-10.30800000000003,0
IfcCartesianPoint,#637,IFCCARTESIANPOINT,6.288000000000001,-9.215000000000018,0
IfcCartesianPoint,#638,IFCCARTESIANPOINT,6.288,-10.12900000000002,0
IfcCartesianPoint,#644,IFCCARTESIANPOINT,6.288,-10.30800000000003,0
IfcCartesianPoint,#645,IFCCARTESIANPOINT,6.287999999999999,-10.99500000000004,0
IfcCartesianPoint,#651,IFCCARTESIANPOINT,6.226000000000001,-10.99500000000004,0
IfcCartesianPoint,#652,IFCCARTESIANPOINT,6.225999999999999,-12.46223040000001,0
IfcCartesianPoint,#659,IFCCARTESIANPOINT,6.225999999999999,-12.46223040000001,0
IfcCartesianPoint,#660,IFCCARTESIANPOINT,6.225999999999999,-12.6,0
IfcCartesianPoint,#667,IFCCARTESIANPOINT,6.200000000000003,-12.60000000000001,0
IfcCartesianPoint,#668,IFCCARTESIANPOINT,6.2,-13.8,0
IfcCartesianPoint,#675,IFCCARTESIANPOINT,6.262000000000001,-13.8,0
IfcCartesianPoint,#676,IFCCARTESIANPOINT,6.261999999999995,-17.59149999999999,0
IfcCartesianPoint,#682,IFCCARTESIANPOINT,6.261999999999995,-17.59149999999999,0
IfcCartesianPoint,#683,IFCCARTESIANPOINT,8.591499999999971,-17.5915,0
IfcCartesianPoint,#734,IFCCARTESIANPOINT,1.505550000000029,4.955549999999946,2.881000000000195
IfcCartesianPoint,#735,IFCCARTESIANPOINT,1.505550000000029,3.874449999999988,2.881000000000195
IfcCartesianPoint,#736,IFCCARTESIANPOINT,0.4764500000000303,3.874449999999988,2.881000000000195
IfcCartesianPoint,#737,IFCCARTESIANPOINT,0.4764500000000292,4.955549999999946,2.881000000000195
IfcCartesianPoint,#741,IFCCARTESIANPOINT,1.964999999999988,3.474999999999993,0.0
IfcCartesianPoint,#742,IFCCARTESIANPOINT,1.964999999999988,3.474999999999993,2.581000000000183
IfcCartesianPoint,#743,IFCCARTESIANPOINT,1.964999999999991,5.299999999999988,2.581000000000183
IfcCartesianPoint,#744,IFCCARTESIANPOINT,1.964999999999991,5.299999999999988,0.0
IfcCartesianPoint,#748,IFCCARTESIANPOINT,0.9240000000000076,5.299999999999992,0.0
IfcCartesianPoint,#749,IFCCARTESIANPOINT,0.06000000000000802,5.299999999999995,0.0
IfcCartesianPoint,#750,IFCCARTESIANPOINT,0.0,5.299999999999995,0.0
IfcCartesianPoint,#751,IFCCARTESIANPOINT,0.0,5.299999999999995,2.581000000000183
IfcCartesianPoint,#755,IFCCARTESIANPOINT,0.0,4.821999999999989,0.0
IfcCartesianPoint,#756,IFCCARTESIANPOINT,0.0,4.821999999999989,2.581000000000183
IfcCartesianPoint,#760,IFCCARTESIANPOINT,0.0,3.766615764928469,0.0
IfcCartesianPoint,#761,IFCCARTESIANPOINT,0.0,3.766615764928469,2.581000000000183
IfcCartesianPoint,#765,IFCCARTESIANPOINT,0.0,3.604615764928469,0.0
IfcCartesianPoint,#766,IFCCARTESIANPOINT,0.0,2.74061576492847,0.0
IfcCartesianPoint,#767,IFCCARTESIANPOINT,0.0,0.5079999999999864,0.0
IfcCartesianPoint,#768,IFCCARTESIANPOINT,0.0,0.5079999999999864,2.581000000000183
IfcCartesianPoint,#772,IFCCARTESIANPOINT,0.0,0.0,2.581000000000183
IfcCartesianPoint,#776,IFCCARTESIANPOINT,0.9505999999999745,0.0,2.581000000000183
IfcCartesianPoint,#777,IFCCARTESIANPOINT,0.9505999999999745,0.0,0.0
IfcCartesianPoint,#778,IFCCARTESIANPOINT,0.9032999999999852,0.0,0.0
IfcCartesianPoint,#779,IFCCARTESIANPOINT,0.03929999999998457,0.0,0.0
IfcCartesianPoint,#783,IFCCARTESIANPOINT,0.9505999999999886,3.474999999999992,2.581000000000183
IfcCartesianPoint,#784,IFCCARTESIANPOINT,0.9505999999999886,3.474999999999992,0.0
IfcCartesianPoint,#796,IFCCARTESIANPOINT,0.4764500000000303,4.955549999999946,2.581000000000183
IfcCartesianPoint,#797,IFCCARTESIANPOINT,0.4764500000000303,3.874449999999988,2.581000000000183
IfcCartesianPoint,#798,IFCCARTESIANPOINT,1.50555000000003,3.874449999999988,2.581000000000183
IfcCartesianPoint,#799,IFCCARTESIANPOINT,1.50555000000003,4.955549999999946,2.581000000000183
IfcCartesianPoint,#823,IFCCARTESIANPOINT,8.38299999999998,-6.250000000000017,0.0
IfcCartesianPoint,#824,IFCCARTESIANPOINT,1.040999999999972,0.0,0
IfcCartesianPoint,#825,IFCCARTESIANPOINT,1.040999999999972,0.06200000000000561,0
IfcCartesianPoint,#826,IFCCARTESIANPOINT,-0.0,0.06200000000000738,0
IfcCartesianPoint,#831,IFCCARTESIANPOINT,6.356000000000007,-6.728000000000009,0.0
IfcCartesianPoint,#832,IFCCARTESIANPOINT,0.5400000000000063,0.0,0
IfcCartesianPoint,#833,IFCCARTESIANPOINT,0.5400000000000058,0.121999999999999,0
IfcCartesianPoint,#834,IFCCARTESIANPOINT,0.4780000000000028,0.1219999999999992,0
IfcCartesianPoint,#835,IFCCARTESIANPOINT,0.4780000000000026,0.06199999999998893,0
IfcCartesianPoint,#836,IFCCARTESIANPOINT,-1.217384235071519,0.06199999999998918,0
IfcCartesianPoint,#837,IFCCARTESIANPOINT,-1.21738423507152,0.0,0
IfcCartesianPoint,#838,IFCCARTESIANPOINT,-1.05538423507152,0.0,0
IfcCartesianPoint,#843,IFCCARTESIANPOINT,6.356,-11.612,0.0
IfcCartesianPoint,#844,IFCCARTESIANPOINT,0.5699999999999861,0.0,0
IfcCartesianPoint,#845,IFCCARTESIANPOINT,2.80261576492847,0.0,0
IfcCartesianPoint,#846,IFCCARTESIANPOINT,2.802615764928468,0.06199999999996749,0
IfcCartesianPoint,#847,IFCCARTESIANPOINT,0.06200000000000126,0.06199999999996288,0
IfcCartesianPoint,#848,IFCCARTESIANPOINT,0.06199999999999955,0.1012999999999832,0
IfcCartesianPoint,#849,IFCCARTESIANPOINT,0.0,0.1012999999999833,0
IfcCartesianPoint,#854,IFCCARTESIANPOINT,7.368599999999974,-11.566,0.0
IfcCartesianPoint,#855,IFCCARTESIANPOINT,0.04600000000000115,0.0,0
