:LABEL,global_id,id,ifc_type,name,object_type,tag
IfcBeam,2OrWItJ6zAwBNp0OUxK_l8,#36686,IFCBEAM,M_W-Wide Flange:W310X60:W310X60:207325,M_W-Wide Flange:W310X60:208816,207325
IfcBeam,2OrWItJ6zAwBNp0OUxK$8W,#36892,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:208949,M_W-Wide Flange:W410X60:208814,208949
IfcBeam,2OrWItJ6zAwBNp0OUxK$Bq,#37065,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209121,M_W-Wide Flange:W410X60:208814,209121
IfcBeam,2OrWItJ6zAwBNp0OUxK$CR,#37195,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209166,M_W-Wide Flange:W410X60:208814,209166
IfcBeam,2OrWItJ6zAwBNp0OUxK$Dv,#37325,IFCBEAM,M_W-Wide Flange:W310X60:W310X60:209260,M_W-Wide Flange:W310X60:208816,209260
IfcBeam,2OrWItJ6zAwBNp0OUxK$Du,#37456,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209261,M_W-Wide Flange:W410X60:208814,209261
IfcBeam,2OrWItJ6zAwBNp0OUxK$Dx,#37586,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209262,M_W-Wide Flange:W410X60:208814,209262
IfcBeam,2OrWItJ6zAwBNp0OUxK$Dw,#37716,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209263,M_W-Wide Flange:W410X60:208814,209263
