:LABEL,id,ifc_type,name,numeric_value,property_name,text_value
IfcPropertySingleValue,#159,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#160,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#161,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#162,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#165,IFCPROPERTYSINGLEVALUE,Number,,Number,A102
IfcPropertySingleValue,#166,IFCPROPERTYSINGLEVALUE,Name,,Name,Living Room
IfcPropertySingleValue,#167,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 1
IfcPropertySingleValue,#168,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 1
IfcPropertySingleValue,#169,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#170,IFCPROPERTYSINGLEVALUE,Area,30.14164524999992,Area,
IfcPropertySingleValue,#171,IFCPROPERTYSINGLEVALUE,Perimeter,22.02799999999997,Perimeter,
IfcPropertySingleValue,#172,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.6,Unbounded Height,
IfcPropertySingleValue,#173,IFCPROPERTYSINGLEVALUE,Volume,71.3906897089998,Volume,
IfcPropertySingleValue,#174,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#175,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 24: Living Spaces
IfcPropertySingleValue,#176,IFCPROPERTYSINGLEVALUE,Base Offset,0.0,Base Offset,
IfcPropertySingleValue,#177,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#178,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#179,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#180,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#181,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Living Spaces
IfcPropertySingleValue,#182,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-51 24
IfcPropertySingleValue,#183,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#184,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#185,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#186,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#187,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#188,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#189,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#304,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#305,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#306,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#307,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#310,IFCPROPERTYSINGLEVALUE,Number,,Number,A103
IfcPropertySingleValue,#311,IFCPROPERTYSINGLEVALUE,Name,,Name,Kitchen
IfcPropertySingleValue,#312,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 1
IfcPropertySingleValue,#313,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 1
IfcPropertySingleValue,#314,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#315,IFCPROPERTYSINGLEVALUE,Area,13.8975009999999,Area,
IfcPropertySingleValue,#316,IFCPROPERTYSINGLEVALUE,Perimeter,16.41946079999996,Perimeter,
IfcPropertySingleValue,#317,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.6,Unbounded Height,
IfcPropertySingleValue,#318,IFCPROPERTYSINGLEVALUE,Volume,33.51217908999971,Volume,
IfcPropertySingleValue,#319,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#320,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-11 19 11 11: Kitchen
IfcPropertySingleValue,#321,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#322,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#323,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#324,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#325,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Kitchen
IfcPropertySingleValue,#326,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-11 19 11 11
IfcPropertySingleValue,#327,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#328,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#329,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#330,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#331,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#332,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#333,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#446,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#447,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#448,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#449,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#452,IFCPROPERTYSINGLEVALUE,Number,,Number,A104
IfcPropertySingleValue,#453,IFCPROPERTYSINGLEVALUE,Name,,Name,Bathroom 1
IfcPropertySingleValue,#454,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 1
IfcPropertySingleValue,#455,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 1
IfcPropertySingleValue,#456,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#457,IFCPROPERTYSINGLEVALUE,Area,3.997752000000053,Area,
IfcPropertySingleValue,#458,IFCPROPERTYSINGLEVALUE,Perimeter,8.204000000000068,Perimeter,
IfcPropertySingleValue,#459,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.6,Unbounded Height,
IfcPropertySingleValue,#460,IFCPROPERTYSINGLEVALUE,Volume,8.177444912000125,Volume,
IfcPropertySingleValue,#461,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#462,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-41 11 14 11: Bathroom
IfcPropertySingleValue,#463,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#464,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#465,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#466,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#467,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Bathroom
IfcPropertySingleValue,#468,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-41 11 14 11
IfcPropertySingleValue,#469,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#470,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#471,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#472,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#473,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#474,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#475,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#689,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#690,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#691,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#692,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#695,IFCPROPERTYSINGLEVALUE,Number,,Number,A101
IfcPropertySingleValue,#696,IFCPROPERTYSINGLEVALUE,Name,,Name,Foyer
IfcPropertySingleValue,#697,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 1
IfcPropertySingleValue,#698,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 1
IfcPropertySingleValue,#699,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#700,IFCPROPERTYSINGLEVALUE,Area,17.93623674999977,Area,
IfcPropertySingleValue,#701,IFCPROPERTYSINGLEVALUE,Perimeter,24.21599999999996,Perimeter,
IfcPropertySingleValue,#702,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.6,Unbounded Height,
IfcPropertySingleValue,#703,IFCPROPERTYSINGLEVALUE,Volume,40.24125370199942,Volume,
IfcPropertySingleValue,#704,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#705,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 24 11: General Residential Space
IfcPropertySingleValue,#706,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#707,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#708,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#709,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#710,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,General Residential Space
IfcPropertySingleValue,#711,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-51 24 11
IfcPropertySingleValue,#712,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#713,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#714,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#715,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#716,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#717,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#718,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#1008,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#1009,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1010,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1011,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1014,IFCPROPERTYSINGLEVALUE,Number,,Number,A201
IfcPropertySingleValue,#1015,IFCPROPERTYSINGLEVALUE,Name,,Name,Hallway
IfcPropertySingleValue,#1016,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 2
IfcPropertySingleValue,#1017,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Roof
IfcPropertySingleValue,#1018,IFCPROPERTYSINGLEVALUE,Limit Offset,0.0,Limit Offset,
IfcPropertySingleValue,#1019,IFCPROPERTYSINGLEVALUE,Area,7.799954699999879,Area,
IfcPropertySingleValue,#1020,IFCPROPERTYSINGLEVALUE,Perimeter,15.31899999999994,Perimeter,
IfcPropertySingleValue,#1021,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.900000000000013,Unbounded Height,
IfcPropertySingleValue,#1022,IFCPROPERTYSINGLEVALUE,Volume,18.11546426300095,Volume,
IfcPropertySingleValue,#1023,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#1024,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 24 11: General Residential Space
IfcPropertySingleValue,#1025,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1026,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1027,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1028,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#1029,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,General Residential Space
IfcPropertySingleValue,#1030,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-51 24 11
IfcPropertySingleValue,#1031,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#1032,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#1033,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#1034,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#1035,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#1036,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#1037,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#1156,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#1157,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1158,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1159,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1162,IFCPROPERTYSINGLEVALUE,Number,,Number,A204
IfcPropertySingleValue,#1163,IFCPROPERTYSINGLEVALUE,Name,,Name,Bathroom 2
IfcPropertySingleValue,#1164,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 2
IfcPropertySingleValue,#1165,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 2
IfcPropertySingleValue,#1166,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#1167,IFCPROPERTYSINGLEVALUE,Area,5.415819401311199,Area,
IfcPropertySingleValue,#1168,IFCPROPERTYSINGLEVALUE,Perimeter,9.841231529857001,Perimeter,
IfcPropertySingleValue,#1169,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.600000000000001,Unbounded Height,
IfcPropertySingleValue,#1170,IFCPROPERTYSINGLEVALUE,Volume,12.24022085941887,Volume,
IfcPropertySingleValue,#1171,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#1172,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-41 11 14 11: Bathroom
IfcPropertySingleValue,#1173,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1174,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1175,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1176,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#1177,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Bathroom
IfcPropertySingleValue,#1178,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-41 11 14 11
IfcPropertySingleValue,#1179,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#1180,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#1181,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#1182,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#1183,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#1184,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#1185,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#1381,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#1382,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1383,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1384,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1387,IFCPROPERTYSINGLEVALUE,Number,,Number,A203
IfcPropertySingleValue,#1388,IFCPROPERTYSINGLEVALUE,Name,,Name,Bedroom 2
IfcPropertySingleValue,#1389,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 2
IfcPropertySingleValue,#1390,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 2
IfcPropertySingleValue,#1391,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#1392,IFCPROPERTYSINGLEVALUE,Area,26.17799424999997,Area,
IfcPropertySingleValue,#1393,IFCPROPERTYSINGLEVALUE,Perimeter,21.48199999999996,Perimeter,
IfcPropertySingleValue,#1394,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.600000000000001,Unbounded Height,
IfcPropertySingleValue,#1395,IFCPROPERTYSINGLEVALUE,Volume,56.89358179200391,Volume,
IfcPropertySingleValue,#1396,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#1397,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 21 11: Bedroom
IfcPropertySingleValue,#1398,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1399,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1400,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1401,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#1402,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Bedroom
IfcPropertySingleValue,#1403,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-51 21 11
IfcPropertySingleValue,#1404,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#1405,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#1406,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#1407,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#1408,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#1409,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#1410,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#1575,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#1576,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1577,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1578,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1581,IFCPROPERTYSINGLEVALUE,Number,,Number,A202
IfcPropertySingleValue,#1582,IFCPROPERTYSINGLEVALUE,Name,,Name,Bedroom 1
IfcPropertySingleValue,#1583,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 2
IfcPropertySingleValue,#1584,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 2
IfcPropertySingleValue,#1585,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#1586,IFCPROPERTYSINGLEVALUE,Area,26.11931424999996,Area,
IfcPropertySingleValue,#1587,IFCPROPERTYSINGLEVALUE,Perimeter,21.42199999999998,Perimeter,
IfcPropertySingleValue,#1588,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.600000000000001,Unbounded Height,
IfcPropertySingleValue,#1589,IFCPROPERTYSINGLEVALUE,Volume,56.89358179200391,Volume,
IfcPropertySingleValue,#1590,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#1591,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 21 11: Bedroom
IfcPropertySingleValue,#1592,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1593,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1594,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1595,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
IfcPropertySingleValue,#1596,IFCPROPERTYSINGLEVALUE,Category Description,,Category Description,Bedroom
IfcPropertySingleValue,#1597,IFCPROPERTYSINGLEVALUE,Category Code,,Category Code,13-51 21 11
IfcPropertySingleValue,#1598,IFCPROPERTYSINGLEVALUE,CirculationZoneName,,CirculationZoneName,Unit A CirculationZoneName
IfcPropertySingleValue,#1599,IFCPROPERTYSINGLEVALUE,FireAlarmZoneName,,FireAlarmZoneName,Unit A FireAlarmZoneName
IfcPropertySingleValue,#1600,IFCPROPERTYSINGLEVALUE,HistoricPreservationZoneName,,HistoricPreservationZoneName,Unit A HistoricPreservationZoneName
IfcPropertySingleValue,#1601,IFCPROPERTYSINGLEVALUE,LightingZoneName,,LightingZoneName,Unit A LightingZoneName
IfcPropertySingleValue,#1602,IFCPROPERTYSINGLEVALUE,OccupancyZoneName,,OccupancyZoneName,Unit A OccupancyZoneName
IfcPropertySingleValue,#1603,IFCPROPERTYSINGLEVALUE,VentilationZoneName,,VentilationZoneName,Unit A VentilationZoneName
IfcPropertySingleValue,#1604,IFCPROPERTYSINGLEVALUE,RoomTag,,RoomTag,RoomTag
IfcPropertySingleValue,#1730,IFCPROPERTYSINGLEVALUE,Reference,,Reference,
IfcPropertySingleValue,#1731,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1732,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1733,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1736,IFCPROPERTYSINGLEVALUE,Number,,Number,B102
IfcPropertySingleValue,#1737,IFCPROPERTYSINGLEVALUE,Name,,Name,Living Room
IfcPropertySingleValue,#1738,IFCPROPERTYSINGLEVALUE,Level,,Level,Level 1
IfcPropertySingleValue,#1739,IFCPROPERTYSINGLEVALUE,Upper Limit,,Upper Limit,Level 1
IfcPropertySingleValue,#1740,IFCPROPERTYSINGLEVALUE,Limit Offset,2.6,Limit Offset,
IfcPropertySingleValue,#1741,IFCPROPERTYSINGLEVALUE,Area,30.14164524999997,Area,
IfcPropertySingleValue,#1742,IFCPROPERTYSINGLEVALUE,Perimeter,22.02799999999999,Perimeter,
IfcPropertySingleValue,#1743,IFCPROPERTYSINGLEVALUE,Unbounded Height,2.6,Unbounded Height,
IfcPropertySingleValue,#1744,IFCPROPERTYSINGLEVALUE,Volume,71.3906897089999,Volume,
IfcPropertySingleValue,#1745,IFCPROPERTYSINGLEVALUE,Phase,,Phase,New Construction
IfcPropertySingleValue,#1746,IFCPROPERTYSINGLEVALUE,OmniClass Table 13 Category,,OmniClass Table 13 Category,13-51 24: Living Spaces
IfcPropertySingleValue,#1747,IFCPROPERTYSINGLEVALUE,CeilingCovering,,CeilingCovering,CeilingCovering
IfcPropertySingleValue,#1748,IFCPROPERTYSINGLEVALUE,FloorCovering,,FloorCovering,FloorCovering
IfcPropertySingleValue,#1749,IFCPROPERTYSINGLEVALUE,WallCovering,,WallCovering,WallCovering
IfcPropertySingleValue,#1750,IFCPROPERTYSINGLEVALUE,LoadCapacity,,LoadCapacity,LoadCapacity
