:LABEL,global_id,id,ifc_type,name
IfcDoorLiningProperties,1evFYg_2174gjR6xwX5Suq,#6638,IFCDOORLININGPROPERTIES,M_Single-Flush:1250mm x 2010mm:1250mm x 2010mm:146596
IfcDoorLiningProperties,2e3_L2VjjChvI$hfB4o2DD,#8052,IFCDOORLININGPROPERTIES,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:150173
IfcDoorLiningProperties,15VAbWtfjF2R14a3T_qUwV,#8269,IFCDOORLININGPROPERTIES,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:150378
IfcDoorLiningProperties,3Kmr8IClD58efTGyuHBcd5,#15948,IFCDOORLININGPROPERTIES,M_Single-Flush:0864 x 2032mm:0864 x 2032mm:159734
IfcDoorLiningProperties,0gGQg5l1T9CAZUDzePJ9wW,#21807,IFCDOORLININGPROPERTIES,M_Single-Glass 1:0813 x 2420mm:0813 x 2420mm:171853
IfcDoorLiningProperties,2e_smuH7nABBU32V0SQdqD,#35304,IFCDOORLININGPROPERTIES,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:203720
