:LABEL,global_id,id,ifc_type,name,object_type,tag
IfcRoof,0jf0rYHfX3RAB3bSIRjmxl,#22475,IFCROOF,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,Basic Roof:Live Roof over Wood Joist Flat Roof,184483
