:LABEL,global_id,id,ifc_type,name,object_type,tag
IfcWall,2O2Fr$t4X7Zf8NOew3FKau,#5399,IFCWALL,Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:143239,Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:128555,143239
