:LABEL,global_id,id,ifc_type,name,object_type,tag
IfcRailing,0wkEuT1wr1kOyafLY4v_PL,#9326,IFCRAILING,Railing:900mm Handrail Only:151162,Railing:900mm Handrail Only,151162
IfcRailing,0wkEuT1wr1kOyafLY4v_PH,#12184,IFCRAILING,Railing:1100mm Guard Rail:151166,Railing:1100mm Guard Rail,151166
IfcRailing,21ldoMpbP4VfsJ0XGY_34P,#32346,IFCRAILING,Railing:900mm Handrail Only:198880,Railing:900mm Handrail Only,198880
IfcRailing,21ldoMpbP4VfsJ0XGY_335,#35163,IFCRAILING,Railing:1100mm Guard Rail:198972,Railing:1100mm Guard Rail,198972
